zz6,zz7,zz8,zz9,pm1a,pm2a,pm1b,pm2b,pm1c_1,pm1c_2,pm2c_1,pm2c_2,d1,d4,d5_1,d5_2,d5_3,d5_4,d5_5,d6_1,d6_2,d6_3,d6_4,d6_5,d6_6,d6_7,d6_8,d8,d9,altq,berj,wostd,lfdn,weight0
G8,Untertitel in Filmen,Cohen's d,Cohen's U3,sehr uninformativ,sehr informativ,sehr sicher,sehr sicher,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,weiblich,nein,"no  mindestens ein Fach im mathematischen, naturwissenschaftlichen oder technischen Bereich (z.B. Mathematik, Biologie, Chemie, Physik)","no  mindestens ein Fach im sprachlichen Bereich (z.B. Englisch, Französisch, Germanistik, Griechisch)",no  mindestens ein Fach im geisteswissenschaftlichen oder sozialwissenschaftlichen Bereich,mindestens ein Fach im ästhetischen Bereich (z.B. Kunstwissenschaft oder Musikwissenschaft),no  keine Angabe,no  Keine,no  Mitglied der Schulleitung,no  Mitglied der Steuergruppe,Bereichs- bzw. Fachschaftsleitung,no  Fachberaterin bzw. Fachberater,no  Beratungslehrerin bzw. Beratungslehrer,no  sonstiges,no  keine Angabe,Realschule,Ich haben ein Lehramtsstudium an einer Pädagogischen Hochschule absolviert.,63,39,10,506,0.55
Untertitel in Filmen,Faktenboxen,Bayes Faktor,p-Wert,sehr uninformativ,sehr uninformativ,3,sehr unsicher,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,weiblich,nein,"mindestens ein Fach im mathematischen, naturwissenschaftlichen oder technischen Bereich (z.B. Mathematik, Biologie, Chemie, Physik)","mindestens ein Fach im sprachlichen Bereich (z.B. Englisch, Französisch, Germanistik, Griechisch)",no  mindestens ein Fach im geisteswissenschaftlichen oder sozialwissenschaftlichen Bereich,no  mindestens ein Fach im ästhetischen Bereich (z.B. Kunstwissenschaft oder Musikwissenschaft),no  keine Angabe,no  Keine,no  Mitglied der Schulleitung,no  Mitglied der Steuergruppe,no  Bereichs- bzw. Fachschaftsleitung,Fachberaterin bzw. Fachberater,no  Beratungslehrerin bzw. Beratungslehrer,no  sonstiges,no  keine Angabe,Grundschule,Ich haben ein Lehramtsstudium an einer Pädagogischen Hochschule absolviert.,65,36,7,507,0.782
Motivationsförderung im Matheunterricht,PISA 2009 Deutschland,'signifikant'-Formulierung + Cohens U3,'signifikant'-Formulierung,3,2,2,2,stimme eher zu,stimme nicht zu,unentschieden,stimme eher zu,weiblich,nein,"mindestens ein Fach im mathematischen, naturwissenschaftlichen oder technischen Bereich (z.B. Mathematik, Biologie, Chemie, Physik)","no  mindestens ein Fach im sprachlichen Bereich (z.B. Englisch, Französisch, Germanistik, Griechisch)",no  mindestens ein Fach im geisteswissenschaftlichen oder sozialwissenschaftlichen Bereich,mindestens ein Fach im ästhetischen Bereich (z.B. Kunstwissenschaft oder Musikwissenschaft),no  keine Angabe,no  Keine,no  Mitglied der Schulleitung,no  Mitglied der Steuergruppe,Bereichs- bzw. Fachschaftsleitung,no  Fachberaterin bzw. Fachberater,no  Beratungslehrerin bzw. Beratungslehrer,no  sonstiges,no  keine Angabe,Förder- oder Sonderschule,Ich haben ein Lehramtsstudium an einer Pädagogischen Hochschule absolviert.,29,5,37,509,2.088
G8,Untertitel in Filmen,'signifikant'-Formulierung,Cohen's d,2,sehr uninformativ,sehr sicher,sehr unsicher,stimme voll und ganz zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,weiblich,nein,"mindestens ein Fach im mathematischen, naturwissenschaftlichen oder technischen Bereich (z.B. Mathematik, Biologie, Chemie, Physik)","no  mindestens ein Fach im sprachlichen Bereich (z.B. Englisch, Französisch, Germanistik, Griechisch)",no  mindestens ein Fach im geisteswissenschaftlichen oder sozialwissenschaftlichen Bereich,no  mindestens ein Fach im ästhetischen Bereich (z.B. Kunstwissenschaft oder Musikwissenschaft),no  keine Angabe,Keine,no  Mitglied der Schulleitung,no  Mitglied der Steuergruppe,no  Bereichs- bzw. Fachschaftsleitung,no  Fachberaterin bzw. Fachberater,no  Beratungslehrerin bzw. Beratungslehrer,no  sonstiges,no  keine Angabe,Schule mit mehreren Bildungsgängen (z.B. Gemeinschaftsschule oder Stadtteilschule),Ich habe ein Lehramtsstudium an der Universität absolviert.,58,36,NA,511,1.205
G8,Untertitel in Filmen,Cohen's d,'signifikant'-Formulierung,sehr uninformativ,sehr informativ,sehr unsicher,sehr sicher,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,weiblich,nein,"no  mindestens ein Fach im mathematischen, naturwissenschaftlichen oder technischen Bereich (z.B. Mathematik, Biologie, Chemie, Physik)","mindestens ein Fach im sprachlichen Bereich (z.B. Englisch, Französisch, Germanistik, Griechisch)",mindestens ein Fach im geisteswissenschaftlichen oder sozialwissenschaftlichen Bereich,no  mindestens ein Fach im ästhetischen Bereich (z.B. Kunstwissenschaft oder Musikwissenschaft),no  keine Angabe,no  Keine,no  Mitglied der Schulleitung,Mitglied der Steuergruppe,no  Bereichs- bzw. Fachschaftsleitung,no  Fachberaterin bzw. Fachberater,no  Beratungslehrerin bzw. Beratungslehrer,no  sonstiges,no  keine Angabe,Schule mit mehreren Bildungsgängen (z.B. Gemeinschaftsschule oder Stadtteilschule),Ich habe ein Lehramtsstudium an der Universität absolviert.,43,8,1,512,1.205
Untertitel in Filmen,Motivationsförderung im Matheunterricht,p-Wert,Cohen's d,4,sehr uninformativ,2,sehr unsicher,stimme voll und ganz zu,stimme nicht zu,weiß nicht / keine Angabe,weiß nicht / keine Angabe,weiblich,nein,"no  mindestens ein Fach im mathematischen, naturwissenschaftlichen oder technischen Bereich (z.B. Mathematik, Biologie, Chemie, Physik)","mindestens ein Fach im sprachlichen Bereich (z.B. Englisch, Französisch, Germanistik, Griechisch)",no  mindestens ein Fach im geisteswissenschaftlichen oder sozialwissenschaftlichen Bereich,no  mindestens ein Fach im ästhetischen Bereich (z.B. Kunstwissenschaft oder Musikwissenschaft),no  keine Angabe,Keine,no  Mitglied der Schulleitung,no  Mitglied der Steuergruppe,no  Bereichs- bzw. Fachschaftsleitung,no  Fachberaterin bzw. Fachberater,no  Beratungslehrerin bzw. Beratungslehrer,no  sonstiges,no  keine Angabe,Realschule,Ich haben ein Lehramtsstudium an einer Pädagogischen Hochschule absolviert.,63,43,NA,514,0.52
Untertitel in Filmen,PISA 2009 Deutschland,'signifikant'-Formulierung + Cohens U3,Bayes Faktor,3,sehr uninformativ,sehr sicher,sehr unsicher,stimme voll und ganz zu,stimme voll und ganz zu,stimme nicht zu,stimme nicht zu,weiblich,nein,"no  mindestens ein Fach im mathematischen, naturwissenschaftlichen oder technischen Bereich (z.B. Mathematik, Biologie, Chemie, Physik)","mindestens ein Fach im sprachlichen Bereich (z.B. Englisch, Französisch, Germanistik, Griechisch)",no  mindestens ein Fach im geisteswissenschaftlichen oder sozialwissenschaftlichen Bereich,no  mindestens ein Fach im ästhetischen Bereich (z.B. Kunstwissenschaft oder Musikwissenschaft),no  keine Angabe,no  Keine,no  Mitglied der Schulleitung,no  Mitglied der Steuergruppe,Bereichs- bzw. Fachschaftsleitung,no  Fachberaterin bzw. Fachberater,no  Beratungslehrerin bzw. Beratungslehrer,no  sonstiges,no  keine Angabe,(berufliches) Gymnasium,Ich habe ein Lehramtsstudium an der Universität absolviert.,43,8,25,515,1.101
G8,Motivationsförderung im Matheunterricht,'signifikant'-Formulierung + Cohens U3,Cohen's U3,2,4,3,2,unentschieden,unentschieden,stimme eher zu,stimme eher nicht zu,weiblich,nein,"mindestens ein Fach im mathematischen, naturwissenschaftlichen oder technischen Bereich (z.B. Mathematik, Biologie, Chemie, Physik)","mindestens ein Fach im sprachlichen Bereich (z.B. Englisch, Französisch, Germanistik, Griechisch)",no  mindestens ein Fach im geisteswissenschaftlichen oder sozialwissenschaftlichen Bereich,no  mindestens ein Fach im ästhetischen Bereich (z.B. Kunstwissenschaft oder Musikwissenschaft),no  keine Angabe,no  Keine,no  Mitglied der Schulleitung,no  Mitglied der Steuergruppe,no  Bereichs- bzw. Fachschaftsleitung,no  Fachberaterin bzw. Fachberater,no  Beratungslehrerin bzw. Beratungslehrer,sonstiges,no  keine Angabe,Grundschule,Ich habe ein Lehramtsstudium an der Universität absolviert.,48,22,20,516,1.209
Faktenboxen,Untertitel in Filmen,'signifikant'-Formulierung,'signifikant'-Formulierung + Cohens U3,3,3,2,2,stimme voll und ganz zu,stimme nicht zu,stimme voll und ganz zu,stimme nicht zu,männlich,nein,"mindestens ein Fach im mathematischen, naturwissenschaftlichen oder technischen Bereich (z.B. Mathematik, Biologie, Chemie, Physik)","no  mindestens ein Fach im sprachlichen Bereich (z.B. Englisch, Französisch, Germanistik, Griechisch)",no  mindestens ein Fach im geisteswissenschaftlichen oder sozialwissenschaftlichen Bereich,no  mindestens ein Fach im ästhetischen Bereich (z.B. Kunstwissenschaft oder Musikwissenschaft),no  keine Angabe,no  Keine,Mitglied der Schulleitung,no  Mitglied der Steuergruppe,Bereichs- bzw. Fachschaftsleitung,no  Fachberaterin bzw. Fachberater,no  Beratungslehrerin bzw. Beratungslehrer,no  sonstiges,no  keine Angabe,Andere Schulform,Ich habe ein Lehramtsstudium an der Universität absolviert.,64,31,2,518,0.743
Untertitel in Filmen,Motivationsförderung im Matheunterricht,'signifikant'-Formulierung,Cohen's U3,3,sehr uninformativ,sehr sicher,2,stimme eher zu,unentschieden,stimme nicht zu,stimme nicht zu,weiblich,nein,"mindestens ein Fach im mathematischen, naturwissenschaftlichen oder technischen Bereich (z.B. Mathematik, Biologie, Chemie, Physik)","mindestens ein Fach im sprachlichen Bereich (z.B. Englisch, Französisch, Germanistik, Griechisch)",no  mindestens ein Fach im geisteswissenschaftlichen oder sozialwissenschaftlichen Bereich,no  mindestens ein Fach im ästhetischen Bereich (z.B. Kunstwissenschaft oder Musikwissenschaft),no  keine Angabe,no  Keine,no  Mitglied der Schulleitung,no  Mitglied der Steuergruppe,no  Bereichs- bzw. Fachschaftsleitung,no  Fachberaterin bzw. Fachberater,no  Beratungslehrerin bzw. Beratungslehrer,sonstiges,no  keine Angabe,Hauptschule,Ich habe ein Lehramtsstudium an der Universität absolviert.,62,33,1,520,0.629
PISA 2009 Deutschland,G8,Cohen's d,p-Wert,sehr uninformativ,2,sehr unsicher,2,unentschieden,unentschieden,stimme eher zu,unentschieden,weiblich,nein,"mindestens ein Fach im mathematischen, naturwissenschaftlichen oder technischen Bereich (z.B. Mathematik, Biologie, Chemie, Physik)","no  mindestens ein Fach im sprachlichen Bereich (z.B. Englisch, Französisch, Germanistik, Griechisch)",no  mindestens ein Fach im geisteswissenschaftlichen oder sozialwissenschaftlichen Bereich,no  mindestens ein Fach im ästhetischen Bereich (z.B. Kunstwissenschaft oder Musikwissenschaft),no  keine Angabe,Keine,no  Mitglied der Schulleitung,no  Mitglied der Steuergruppe,no  Bereichs- bzw. Fachschaftsleitung,no  Fachberaterin bzw. Fachberater,no  Beratungslehrerin bzw. Beratungslehrer,no  sonstiges,no  keine Angabe,Hauptschule,Ich haben ein Lehramtsstudium an einer Pädagogischen Hochschule absolviert.,61,20,NA,521,0.629
G8,Untertitel in Filmen,'signifikant'-Formulierung,p-Wert,2,sehr uninformativ,2,4,stimme eher nicht zu,stimme voll und ganz zu,weiß nicht / keine Angabe,weiß nicht / keine Angabe,weiblich,nein,"mindestens ein Fach im mathematischen, naturwissenschaftlichen oder technischen Bereich (z.B. Mathematik, Biologie, Chemie, Physik)","mindestens ein Fach im sprachlichen Bereich (z.B. Englisch, Französisch, Germanistik, Griechisch)",no  mindestens ein Fach im geisteswissenschaftlichen oder sozialwissenschaftlichen Bereich,no  mindestens ein Fach im ästhetischen Bereich (z.B. Kunstwissenschaft oder Musikwissenschaft),no  keine Angabe,no  Keine,Mitglied der Schulleitung,no  Mitglied der Steuergruppe,no  Bereichs- bzw. Fachschaftsleitung,no  Fachberaterin bzw. Fachberater,no  Beratungslehrerin bzw. Beratungslehrer,no  sonstiges,no  keine Angabe,Grundschule,Ich haben ein Lehramtsstudium an einer Pädagogischen Hochschule absolviert.,39,12,1,522,1.209
Faktenboxen,Motivationsförderung im Matheunterricht,'signifikant'-Formulierung + Cohens U3,Cohen's d,sehr uninformativ,weiß nicht / keine Angabe,weiß nicht / keine Angabe,weiß nicht / keine Angabe,weiß nicht / keine Angabe,weiß nicht / keine Angabe,weiß nicht / keine Angabe,weiß nicht / keine Angabe,weiblich,nein,"mindestens ein Fach im mathematischen, naturwissenschaftlichen oder technischen Bereich (z.B. Mathematik, Biologie, Chemie, Physik)","mindestens ein Fach im sprachlichen Bereich (z.B. Englisch, Französisch, Germanistik, Griechisch)",no  mindestens ein Fach im geisteswissenschaftlichen oder sozialwissenschaftlichen Bereich,mindestens ein Fach im ästhetischen Bereich (z.B. Kunstwissenschaft oder Musikwissenschaft),no  keine Angabe,no  Keine,Mitglied der Schulleitung,no  Mitglied der Steuergruppe,no  Bereichs- bzw. Fachschaftsleitung,no  Fachberaterin bzw. Fachberater,no  Beratungslehrerin bzw. Beratungslehrer,no  sonstiges,no  keine Angabe,Grundschule,Ich habe meine Lehramtsqualifikation an einer anderen lehrerbildenden Institution (z.B. Pädagogisches Fachseminar) erworben.,54,33,33,524,1.143
G8,Faktenboxen,'signifikant'-Formulierung,Cohen's U3,3,2,sehr sicher,sehr sicher,stimme voll und ganz zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme eher zu,männlich,nein,"no  mindestens ein Fach im mathematischen, naturwissenschaftlichen oder technischen Bereich (z.B. Mathematik, Biologie, Chemie, Physik)","no  mindestens ein Fach im sprachlichen Bereich (z.B. Englisch, Französisch, Germanistik, Griechisch)",mindestens ein Fach im geisteswissenschaftlichen oder sozialwissenschaftlichen Bereich,mindestens ein Fach im ästhetischen Bereich (z.B. Kunstwissenschaft oder Musikwissenschaft),no  keine Angabe,Keine,no  Mitglied der Schulleitung,no  Mitglied der Steuergruppe,no  Bereichs- bzw. Fachschaftsleitung,no  Fachberaterin bzw. Fachberater,no  Beratungslehrerin bzw. Beratungslehrer,no  sonstiges,no  keine Angabe,(berufliches) Gymnasium,Ich habe ein Lehramtsstudium an der Universität absolviert.,50,15,NA,527,0.842
Faktenboxen,G8,Cohen's d,Bayes Faktor,4,sehr informativ,sehr unsicher,2,stimme nicht zu,stimme voll und ganz zu,stimme voll und ganz zu,stimme nicht zu,weiblich,nein,"mindestens ein Fach im mathematischen, naturwissenschaftlichen oder technischen Bereich (z.B. Mathematik, Biologie, Chemie, Physik)","no  mindestens ein Fach im sprachlichen Bereich (z.B. Englisch, Französisch, Germanistik, Griechisch)",mindestens ein Fach im geisteswissenschaftlichen oder sozialwissenschaftlichen Bereich,no  mindestens ein Fach im ästhetischen Bereich (z.B. Kunstwissenschaft oder Musikwissenschaft),no  keine Angabe,no  Keine,no  Mitglied der Schulleitung,no  Mitglied der Steuergruppe,no  Bereichs- bzw. Fachschaftsleitung,no  Fachberaterin bzw. Fachberater,Beratungslehrerin bzw. Beratungslehrer,sonstiges,no  keine Angabe,(berufliches) Gymnasium,Ich habe ein Lehramtsstudium an der Universität absolviert.,61,33,8,528,0.712
Motivationsförderung im Matheunterricht,Faktenboxen,Cohen's U3,Cohen's d,4,4,2,4,stimme voll und ganz zu,unentschieden,unentschieden,stimme voll und ganz zu,männlich,nein,"no  mindestens ein Fach im mathematischen, naturwissenschaftlichen oder technischen Bereich (z.B. Mathematik, Biologie, Chemie, Physik)","mindestens ein Fach im sprachlichen Bereich (z.B. Englisch, Französisch, Germanistik, Griechisch)",mindestens ein Fach im geisteswissenschaftlichen oder sozialwissenschaftlichen Bereich,no  mindestens ein Fach im ästhetischen Bereich (z.B. Kunstwissenschaft oder Musikwissenschaft),no  keine Angabe,no  Keine,no  Mitglied der Schulleitung,no  Mitglied der Steuergruppe,Bereichs- bzw. Fachschaftsleitung,no  Fachberaterin bzw. Fachberater,no  Beratungslehrerin bzw. Beratungslehrer,no  sonstiges,no  keine Angabe,(berufliches) Gymnasium,Ich habe ein Lehramtsstudium an der Universität absolviert.,49,15,3,530,0.842
Motivationsförderung im Matheunterricht,G8,Cohen's U3,p-Wert,weiß nicht / keine Angabe,weiß nicht / keine Angabe,weiß nicht / keine Angabe,weiß nicht / keine Angabe,weiß nicht / keine Angabe,weiß nicht / keine Angabe,weiß nicht / keine Angabe,weiß nicht / keine Angabe,männlich,nein,"no  mindestens ein Fach im mathematischen, naturwissenschaftlichen oder technischen Bereich (z.B. Mathematik, Biologie, Chemie, Physik)","no  mindestens ein Fach im sprachlichen Bereich (z.B. Englisch, Französisch, Germanistik, Griechisch)",mindestens ein Fach im geisteswissenschaftlichen oder sozialwissenschaftlichen Bereich,no  mindestens ein Fach im ästhetischen Bereich (z.B. Kunstwissenschaft oder Musikwissenschaft),no  keine Angabe,Keine,no  Mitglied der Schulleitung,no  Mitglied der Steuergruppe,no  Bereichs- bzw. Fachschaftsleitung,no  Fachberaterin bzw. Fachberater,no  Beratungslehrerin bzw. Beratungslehrer,no  sonstiges,no  keine Angabe,Realschule,Ich habe kein Lehramtsstudium absolviert und habe einen Seiten- bzw. Quereinstig vollzogen.,38,13,NA,531,0.651
PISA 2009 Deutschland,G8,'signifikant'-Formulierung,p-Wert,sehr uninformativ,sehr uninformativ,2,3,stimme eher nicht zu,stimme voll und ganz zu,stimme eher nicht zu,stimme nicht zu,weiblich,nein,"mindestens ein Fach im mathematischen, naturwissenschaftlichen oder technischen Bereich (z.B. Mathematik, Biologie, Chemie, Physik)","no  mindestens ein Fach im sprachlichen Bereich (z.B. Englisch, Französisch, Germanistik, Griechisch)",no  mindestens ein Fach im geisteswissenschaftlichen oder sozialwissenschaftlichen Bereich,no  mindestens ein Fach im ästhetischen Bereich (z.B. Kunstwissenschaft oder Musikwissenschaft),no  keine Angabe,no  Keine,Mitglied der Schulleitung,Mitglied der Steuergruppe,no  Bereichs- bzw. Fachschaftsleitung,no  Fachberaterin bzw. Fachberater,no  Beratungslehrerin bzw. Beratungslehrer,no  sonstiges,no  keine Angabe,Förder- oder Sonderschule,Ich habe ein Lehramtsstudium an der Universität absolviert.,54,26,11,533,1.096
Untertitel in Filmen,G8,Cohen's d,Cohen's U3,sehr uninformativ,sehr informativ,4,sehr sicher,stimme eher zu,stimme eher zu,stimme voll und ganz zu,stimme voll und ganz zu,männlich,nein,"mindestens ein Fach im mathematischen, naturwissenschaftlichen oder technischen Bereich (z.B. Mathematik, Biologie, Chemie, Physik)","no  mindestens ein Fach im sprachlichen Bereich (z.B. Englisch, Französisch, Germanistik, Griechisch)",no  mindestens ein Fach im geisteswissenschaftlichen oder sozialwissenschaftlichen Bereich,no  mindestens ein Fach im ästhetischen Bereich (z.B. Kunstwissenschaft oder Musikwissenschaft),no  keine Angabe,no  Keine,no  Mitglied der Schulleitung,no  Mitglied der Steuergruppe,Bereichs- bzw. Fachschaftsleitung,no  Fachberaterin bzw. Fachberater,no  Beratungslehrerin bzw. Beratungslehrer,no  sonstiges,no  keine Angabe,(berufliches) Gymnasium,Ich habe ein Lehramtsstudium an der Universität absolviert.,47,21,4,534,0.842
Motivationsförderung im Matheunterricht,Untertitel in Filmen,Cohen's d,Cohen's U3,sehr uninformativ,2,3,2,unentschieden,stimme eher zu,stimme voll und ganz zu,stimme voll und ganz zu,männlich,nein,"no  mindestens ein Fach im mathematischen, naturwissenschaftlichen oder technischen Bereich (z.B. Mathematik, Biologie, Chemie, Physik)","mindestens ein Fach im sprachlichen Bereich (z.B. Englisch, Französisch, Germanistik, Griechisch)",mindestens ein Fach im geisteswissenschaftlichen oder sozialwissenschaftlichen Bereich,no  mindestens ein Fach im ästhetischen Bereich (z.B. Kunstwissenschaft oder Musikwissenschaft),no  keine Angabe,no  Keine,no  Mitglied der Schulleitung,no  Mitglied der Steuergruppe,Bereichs- bzw. Fachschaftsleitung,no  Fachberaterin bzw. Fachberater,no  Beratungslehrerin bzw. Beratungslehrer,no  sonstiges,no  keine Angabe,Schule mit mehreren Bildungsgängen (z.B. Gemeinschaftsschule oder Stadtteilschule),Ich habe ein Lehramtsstudium an der Universität absolviert.,49,12,39,536,0.922
